Gene	BJ(Fibroblast)	BJ-OKS-iM#2	BJ-OKS-iM#21	BJ-OKS-iG#2	BJ-OKS-iG#5	HUES9
VEPH1	330.75	39	36	22	25	57
VEZF1	69.90666667	48.25000001	49.9	36.035014	32.59090909	27.06944444
VEZT	107.125	85	85	75	43	71
VGF	95.09235672	199.367719	137.8330438	67.43716043	69.89860646	46.37480471
VGLL1	22.38750418	16.67733826	10.38052221	12.20910194	4.348426114	11.47453704
VGLL2	1	0	0	1	0	0
VGLL3	173.2572813	27.13971846	24.38435103	24.60767805	16.6060567	14.06109427
VGLL4	35	33	28	23	18	17
VHL	100.744891	79.22287276	85.14139368	73.68696666	47.01345195	104.4837189
VHLL	0	0	0.090909091	0	0	0
VIL1	28.58715148	11.83899418	9.665589965	6.331754765	10.18094863	3.836348168
VILL	2	1	1	0	0	3
VIM	13669.125	2198.666667	2075	1945.538462	1230	509.2
VIP	36.33313584	13.89040256	13.8833322	12.68017257	8.792550786	9.880638995
VIPAR	53.85897638	34.30806232	41.69329104	33.93099189	13.48572985	31.16568942
VIPR1	1.5	6.333333333	6	4	3.5	4
VIPR2	5.083333333	1.342857143	1	0.625	2	2.666666667
VIT	30	1	3	1	2	3
VKORC1	467.0140006	122.0952071	125.4691784	78.02953118	57.15714792	106.4609005
VKORC1L1	6.666666667	5	9	3.333333333	2	10
VLDLR	8	7	5	5	3	6
VMA21	846.2441017	667.7749598	651.7290615	534.7267026	320.3252377	445.9005842
VMAC	132.4277345	35.93629958	34.50234027	12.89343513	12.99542368	22.09422625
VMO1	2.8	0	1	2	2.948148148	2.6
VN1R1	0	0	0	0	0	0
VN1R2	2	0.5	1	0	0	0
VN1R4	0	0	0	0	0	0
VN1R5	0	0	0	0	0	0
VNN1	1	1	1	0	0.4	0.45
VNN2	12.61117201	5.052851827	9.044566719	3.905228759	3.527990432	3.467180652
VNN3	14.21664343	14.73866635	11.55927775	11.69115606	7.092660722	12.76250682
VOPP1	75.99999999	21.83333333	23.36666666	18.83333333	14.66666667	11.11666667
VPRBP	80.15844155	364.5997836	367.1640692	209.6753247	121.2979798	216.5168831
VPREB1	0	0	0	0	0	0
VPREB3	5.986111111	5.333333333	8.25	3	3	10.73333333
VPS11	26.6501667	9.835113804	7.339198709	8.057715081	7.150964912	4.848848783
VPS13A	138.9899644	130.0525571	120.5479904	87.56325692	69.30395852	81.29228077
VPS13B	143.4005051	31.83116883	38.87878788	24.0510101	13.72727273	18.1969697
VPS13C	265.4935779	92.92253205	124.7000467	71.12689712	53.66400266	78.99052288
VPS13D	54	26	25	23	12	16
VPS16	206.7575709	121.6393558	125.2470271	78.99136446	80.86616524	100.928934
VPS18	99.22061545	33.11065592	34.79086688	22.71307849	26.69343943	27.44463651
VPS24	622.0087254	167.5883284	173.5878949	178.2407371	111.5021704	150.0311959
VPS25	275.8310246	193.1880952	181.6440476	134.4516234	125.7761905	185.9456349
VPS26A	157	100	98	62	41	61
VPS26B	10	10	6	4	0	5
VPS28	334.0986211	85.01874058	83.52112172	49.36895307	37.89586434	60.47968614
VPS29	21	5	5	6	7	6
VPS33A	80.72183976	60.88334737	64.31561222	54.0516367	28.64622892	43.91378618
VPS33B	63	67	62	60	32	76
VPS35	1057.308796	206.1532437	202.6252158	137.4411817	112.8938801	123.4467519
VPS36	593.0833333	223	190.2083333	181	99.33333333	178.5
VPS37A	86	31	32	30	18	20
VPS37B	21.6	5.45	8.375	6.702380952	2.5	4.226190477
VPS37C	4904.25	2039	2302.566667	1785.2	1036.666667	1630.25
VPS37D	5	3	3	1	1	5
VPS39	98.16111111	31.80119047	29.77619047	30.96666666	28.375	29.51230159
VPS41	119.4760717	52.83938791	65.35493093	43.7025272	23.20530823	27.95116431
VPS45	30	11	5	5	7	10
VPS4A	177.833554	57.43752108	75.62467557	50.49884138	42.73128598	74.56583319
VPS4B	85.44003419	41.16001118	49.47384767	40.93781943	15.67870879	33.542412
VPS52	87.23048987	48.92181576	40.02374831	34.49558118	22.55006572	51.36342069
VPS53	175.7208386	77.80993978	69.72472055	67.68716901	49.69917706	62.24757124
VPS54	13	5	7	3	1	6
VPS72	75	49	58	39	23	23
VPS8	14	13	11	6	4	7
VRK1	173.1777778	321.3333333	382	215	179	304.0333333
VRK2	28	17	17	15	10	24
VRK3	106.4745423	101.6305307	117.156512	44.58517017	61.51030718	65.73283176
VSIG1	13.59833505	8.049350649	8.911111111	8.631696082	7.016941392	7.78444513
VSIG10	73	67	111	123	46	95
VSIG10L	9	11	27	22	10	18
VSIG2	1.833333333	0.5	1.333333333	1	1	3.5
VSIG4	16.17880405	16.40623249	18.76071429	10.63095238	7.257239818	7.142857143
VSIG8	0	0	0	0	0	0
VSNL1	36.44215686	93.92088555	250.8591325	145.7621554	147.9350358	124.3880342
VSTM1	6	10.83333333	13	4	4	1
VSTM2A	0	0	0	0	0	0
VSTM2B	0	0	0	0	0	0
VSTM2L	18.82812927	8.373825651	9.109494721	5.704859213	7.561702317	7.077475229
VSX1	18.32715772	13.1370213	14.51486101	10.54714836	6.180097783	10.03512127
VSX2	0	0	0	0	0	0
VTA1	689.2803104	410.905109	418.1289123	369.1002583	211.8992889	368.0037899
VTCN1	0	0	1	0	0	1
VTI1A	278	55	34	46	20	23
VTI1B	251.9704428	191.3023656	170.4426727	134.9191972	80.54226787	111.2478721
VTN	4	1	3	1	1	1
VTRNA1-1	0	1	0	0	0	0
VTRNA1-2	0	0	0.5	0	0.5	0
VTRNA1-3	3	0	5.5	5	4.5	5
VTRNA2	0	0	0	0	0	0
VWA1	138	548	581	585	311	361
VWA2	10.54642688	12.28760705	15.22035238	11.03979314	10.27568548	15.70095649
VWA3A	54.25904788	27.31089962	36.85360682	23.78358067	24.33133423	24.13109418
VWA3B	15.60430204	12.18798001	9.690784161	11.2084714	5.656496539	9.693835261
VWA5A	19.93525641	37.5551948	42.4004329	33.00000001	12.14285714	30.39682539
VWA5B1	0	0	0	0	0	0
VWA5B2	17.82692308	6.996703297	16.16666667	10.74839744	5.658333333	7.775641027
VWC2	8.32992298	7.762830688	4.704646252	1.930751138	2.751190476	2.6894286
VWC2L	0	0	0	0	0	0
VWCE	1	4	4	7	3	6
VWDE	0	14	6	1	2	5
VWF	0	0	0	0	0	0
WAC	209.7048589	124.2142857	155.9333333	107	55.2	111.5
WAPAL	299	271	314	192	162	211
WARS	123	116	113	84	47	57
WARS2	14	13	18	10	3	16
WAS	3	0	1	1	0	2
WASF1	5	10	10	9	6	8
WASF2	625	354	461.5	294	189	212
WASF3	49	19.61111111	19.5	6.166666667	14	9.333333333
WASH1	19.83333333	13.13333333	6.316666666	8.733333333	5.8	11.53333333
WASH2P	67.57261905	45.54045122	42.66666666	42.925	26.22896825	16.7
WASH3P	88.53896242	48.31399079	47.72737708	38.16027349	24.06773798	38.81852693
WASH5P	0	0	0	0	0	0
WASH7P	64.83333334	35.88333334	32.9	28.23333334	15.38333333	35.36666667
WASL	64.5	106.8111111	88.25	66	48.56666667	31
WBP1	1968.465977	1063.107143	1105.833333	656.9454887	531.9454887	1212.428571
WBP11	312.5	559	670	425.75	275.1666667	328.3333333
WBP11P1	42.92069777	71.89542483	80.37449883	60.24973263	30.20351011	56.52932179
WBP2	105	58	51	41	29	36
WBP2NL	2	2	1	0	1	2
WBP4	742.7064024	369.4738895	376.0290521	323.6839591	229.1903281	323.8557172
WBP5	319.8464053	105	107.6666667	78.4	40.30769231	53
WBSCR16	12	9	19	13	5	7
WBSCR17	69.60470981	36.50111411	57.8802127	26.50470656	40.48100118	65.99545922
WBSCR22	63.66942038	30.07771985	32.91088147	32.66064531	26.12105898	23.70030514
WBSCR26	0	0	0	0	0	0
WBSCR27	19.46813293	25.18163186	11.3076598	13.82733791	6.458650545	19.15166766
WBSCR28	0	0	0	0	0	0
WDFY1	45	34	38	34	14	21
WDFY2	19	41	37	17	21	21
WDFY3	243.3019231	101	84	92	46.07692308	64
WDFY4	5.150363673	4.43568931	3.597222223	2.112896826	1.117857142	0.148351648
WDHD1	289.995437	621.8296296	651.4933058	412.4091093	302.2898693	414.9551929
WDR1	674.75	405.6666667	357.8	245	220.6190476	350.6333333
WDR11	40	21	15	20	5	14
WDR12	19.32136752	68.26666667	99.01388889	60.72222222	43.88888889	39.44444444
WDR13	62.92744346	9.801766594	11.98751389	12.01138096	8.139461684	13.07343736
WDR16	2	0	1	0	0	0
WDR17	37.86510965	40.87138044	33.66517371	46.7475691	26.34619065	32.50326895
WDR18	42	48	53	37	23	64
WDR19	16	8	5	5	4	2
WDR20	30.5	11	9	11	11	12
WDR24	6	0	1	3	0	3
WDR25	2	1	2	2	0	0
WDR26	67	23	27.4	22	14	15
WDR27	28	20	12	22	11	8
WDR3	15	20	26	16	11	13
WDR31	6.705417622	7.657936508	4.785714285	5.73611111	5.649841677	8.50271281
WDR33	62.66666667	59	52	31.5	16	49.25757576
WDR34	156	130	97	79	79	81
WDR35	4.181818182	9	16	10	8	10
WDR36	72.92435383	42.86411171	45.08017729	49.62473262	31.31666667	32.5836039
WDR37	1	1.071428571	1	1	0	1
WDR38	0	0	0	0	0	0
WDR4	44.05138005	32.16666667	28.23333334	30.52916667	14.79166667	25.58333333
WDR41	126.576753	66.62439588	59.11518226	46.41559195	31.95908656	63.79424928
WDR43	35	63	80	49	33	57
WDR44	26	24	9	11	12	16
WDR45	78.04697772	31.22512055	31.01157308	24.78567098	18.22849358	17.35212321
WDR45L	634	626	769	545	394	432
WDR46	330	558	240	195	142	125
WDR47	92.71130554	36.71292801	33.81054579	28.94688786	22.73843439	29.65059067
WDR48	34	20	26	16	12	23
WDR49	76.67224285	67.43988954	82.54600964	52.64424731	55.48526965	45.69105042
WDR5	32	28	18.33333333	9.666666667	5	10
WDR52	2.666666667	2	0	1.2	0.666666667	0
WDR53	13	19	29	14	12	24
WDR54	294.483717	216.2847676	164.5883882	126.4714953	135.5702851	181.6637806
WDR55	318.8650793	212.0714286	182.1	137.4027778	112.503268	131.1388889
WDR59	646.2611472	690.3549783	650.840909	546.8888889	346.7787878	532.0833333
WDR5B	12.25	4	5.100490196	1.333333333	2	4.571428571
WDR6	4165	5305	3886	2019	1868	2781
WDR60	296.1818182	207	158.8333333	129	111.5	121
WDR61	23.33333333	25	9	10	8	20.83333333
WDR62	41	91	63	67	48	68
WDR63	8.30998927	5.79762223	6.841520467	6.673351371	5.038690476	7.627803658
WDR64	0	0	0	0	0	0
WDR65	0	1	2	0	0	0
WDR66	13.95717893	20.07857143	10.28730159	10.09646465	6.658008658	8.344444444
WDR67	14	61.55555555	44	35	21	24.79166667
WDR69	0	0	0	0	0	0
WDR7	43	26	25	25	14	31
WDR70	123.0837882	95.7904361	114.226048	67.32167074	52.723953	46.4280008
WDR72	5.55952381	43.66666667	31.25	10.5	9.75	15.86666667
WDR73	12.24954213	5.479062604	3.133823529	4.659407096	2.633333334	2.847869674
WDR74	476.1588384	627.4234488	496.9595238	384.4801948	319.6261905	513.5901515
WDR75	83.08560752	186.5041752	230.9258802	192.8518995	85.98470043	92.9833712
WDR76	42	38.4	45.14285714	33	24	22.11111111
WDR77	36.93118687	43.50757576	22.31068931	28.87619047	18.25	17.19358974
WDR78	37.61991254	11.29524638	17.18394473	8.338114886	9.428676658	16.27803207
WDR8	2	1	2	0	0	1
WDR81	124	38	14	28	17	18
WDR82	45.74666069	25.3405215	29.85740967	27.10465409	16.54084478	25.79980647
WDR83	127.0345241	65.4260975	61.78360903	59.20904762	39.31047619	58.11904762
WDR85	9	7	6	6	7	2
WDR86	3	1	3	4	2	8
WDR87	0.111111111	0	0	0	0	0
WDR88	0	0	0	0	0	0
WDR89	51.50681818	85.61030303	101.9078283	69.53030303	45.01515152	79.18181818
WDR90	4	3	2	0	0	1
WDR91	16.65766913	9.123232732	8.029401154	10.57752525	7.19090909	11.98006479
WDR92	28.12283041	27.4268664	23.18751968	19.13807146	20.69663372	17.32273983
WDR93	80.23478093	35.60879918	26.46344471	18.12635821	21.70099145	23.38964925
WDSUB1	24.02857143	17.375	15.75	9.1	5	10.71428571
WDTC1	575	158	164	120	73	142
WDYHV1	2	5	5	5	3	0
WEE1	11.375	30.66666667	22.60238095	12.91071429	7.071428571	8
WEE2	0	0	0	0	0	0
WFDC1	1346.760673	16.16294789	11.11001309	6.447619047	8.764448957	14.88815768
WFDC10A	0	0	1	0	0.833333333	2.333333333
WFDC10B	1	0	1	0	1.166666667	0.666666667
WFDC11	0	0	0	0	0	0
WFDC12	0.579545455	2.555952381	2.196897548	0.855194805	0.5	1.33939394
WFDC13	0	0	0	0	0	0
WFDC2	1047	5480	5977	4789	3039	4440
WFDC3	3	0	0	0	0	0
WFDC5	1	0	1	0	0	0
WFDC6	0	0	0	0	0	0
WFDC8	0	0.444444444	0	0	0.111111111	1
WFDC9	0	0	0	0	0	0
WFIKKN1	2	3	1	1	1	1
WFIKKN2	0	0	0	0	0	0
WFS1	44	26	23	17	13	11
WHAMM	169.05	34.34285714	42.6	24.7	22.65948276	25.41666667
WHAMML1	100.3333333	5.532258065	18.5	10.05555556	5.725	6.666666667
WHAMML2	30.36700244	7.529877112	11.42189379	7.596311858	2.283823529	5.564536341
WHSC1	245.6521686	184.1111111	284.7833333	156	79.2	188.25
WHSC1L1	124	74	76	55	46	54
WHSC2	27	42	47	33	8	32
WIBG	13.66666667	5.5	14.9	12.33333333	4.722222222	3.666666667
WIF1	1	7	3	4	3	5
WIPF1	548.0666667	47.73333333	40.8	26.68571429	12	28.8
WIPF2	2579.545202	932.6150751	794.0353238	690.8689356	676.2650047	929.8525325
WIPF3	2	7	17	5	6	12
WIPI1	47	9	10	4	6	13
WIPI2	844	445	599	405	238	377
WISP1	15.95558789	15.77519841	12.60142089	11.6078935	3.472944297	4.65698052
WISP2	14.25950028	15.75023606	11.77210276	8.063119808	0.451740824	5.538631221
WISP3	1	0	0	0	0	0
WIZ	209.9575758	53.33333333	58.36666667	34	20.2	56.99166666
WLS	28.28333333	7	5.1	2.333333333	1.45	4.575
WNK1	149	87	45	48	30	116
WNK2	2	9	6	5	3	4
WNK3	5.142857143	21	30	11	8	20
WNK4	225.5696969	233.0769231	93.76666666	26	42.27692308	36.2815735
WNT1	0	0	0	0	0	0
WNT10A	0	0	0	0	0	0
WNT10B	0	2	0	0	0	0
WNT11	0	0	0	1	0	0
WNT16	34.51541041	23.91699771	17.21745037	8.452380952	9.277056277	14.675
WNT2	8	0	0	0	0	0
WNT2B	19.26210033	14.54557387	12.95176072	8.14160689	9.708243913	9.204593223
WNT3	0	0	0	1	0	2
WNT3A	0	0	0	0	0	0
WNT4	2.568589744	0.771367522	3.655573593	3.285714286	2.153846154	0.601190476
WNT5A	435.8916666	13.81904762	14.28333333	8.88003663	9.391666667	6.964285714
WNT5B	17563.37749	424.3168885	653.7814574	177.8386341	334.6980479	276.5649672
WNT6	0	2	14	7	0	5
WNT7A	2.5	0	2	1	0	2.25
WNT7B	7.608878621	4.290798091	3.499964215	3.158928571	2.568452381	7.191666667
WNT8A	0	0	0	0	0	0
WNT8B	0	0	0	0	0	0
WNT9A	0	0	0	0	0	0
WNT9B	0	0	0	0	0	0
WRAP53	48.17252748	34.51284271	24.23809524	24.96190477	20.23529411	18.87619048
WRB	26	17	24	12	8	20
WRN	21.89329004	15.41630592	16.30263158	9.611111111	4.833333333	13.05263158
WRNIP1	11.36016019	5.413524384	3.608669109	0.985807656	4.202777778	2.172227773
WSB1	129.2463757	94.63105275	82.56149338	53.99793834	45.232642	73.35533641
WSB2	167.1613978	38.61985237	37.20054944	33.81437908	22.96392496	35.55007945
WSCD1	16	92	121	60	38	46
WSCD2	0	0	0.0625	1	0	1
WT1	0.5	0.916666667	0	0.266666667	0	0
WT1AS	0	0.166666667	0.166666667	1	0.266666667	0
WTAP	89.25718941	90.63358409	79.52727367	78.1591961	39.18855085	70.20068854
WTIP	126	28	11	12	7	19
WWC1	56.85700106	106.4704903	85.6516639	66.13014016	50.64203143	88.76333708
WWC2	190	225	278	175	108	151
WWC3	84	56	58	58	42	48
WWOX	58.40255864	49.65897911	52.08359834	22.00454119	15.63590217	38.7177965
WWP1	318	299.25	346.5	233	162	266
WWP2	34.3131269	14.02005439	25.27494283	8.952942058	8.736694678	9.5757665
WWTR1	270.4487738	107.2568659	123.2840788	95.61539123	63.00322129	85.01768271
XAB2	49.41019832	38.56535927	33.2910811	16.87872655	20.18920657	17.59299541
XAF1	721.1163168	181.0131682	223.976569	335.5599667	131.0456352	178.0001765
XAGE1A	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0
XAGE1C	0	0	0	0	0	0
XAGE1D	0	0	0	0	0	0
XAGE1E	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0
XAGE2B	0	0	0	0	0	0
XAGE3	19.81473241	14.9631669	9.446110173	7.604522374	7.05144526	8.311646787
XAGE5	0	0	0	0	0	0
XBP1	415.25	247	171	135.5	132.5	182.25
XCL1	0	0	0	0	0	0
XCL2	0	0	0	0	0	0
XCR1	0	0	0	0	0	0
XDH	8.464000705	9.663496226	9.350521026	9.063720241	6.619843534	7.315859142
XG	2	2	1	3.333333333	2	7
XGPY2	2	1	1	0	0	2
XIAP	128.6209631	64.35895995	65.47359149	58.14603149	39.44256222	58.86788804
XIRP1	0	0	0	0	0	1
XIRP2	14.28571429	2.25	12	7.666666667	2	9.333333333
XIST	9.068903319	4.660714286	3.267857143	1.454761905	2.029370629	2.122377622
XK	0	0	1	1	1	0
XKR3	18.55859303	9.906518978	10.89675753	5.492771888	5.936029249	8.549682431
XKR4	23.14285714	26.2	22.85	14.5	12.75	20.82857143
XKR5	44.26356315	24.01439019	14.18443073	13.774899	9.408398545	19.69945194
XKR6	568	418.7	462	376.2	389	674
XKR7	1.25	1.75	2.5	0	1	1
XKR8	39.51032301	20.99358974	21.04233822	15.66666667	16.50854701	17.66666667
XKR9	4.835044999	2.142588844	2.200958252	1.517365455	0.633986772	1.260426093
XKRX	0	1	0	0	0	1
XKRY	0	0	0	0	0	0
XKRY2	0	0	0	0	0	0
XPA	153.1166667	46.50793651	43.76190476	43.82857143	24.66666667	28.98872468
XPC	46	19	56	22	15	17
XPNPEP1	144	176	171	110	81	94.4
XPNPEP2	0	0	0	0	0	1
XPNPEP3	12.57089529	16.97549404	14.14831668	9.59241891	3.111936804	9.136409686
XPO1	129	240.0714286	274	216	120	200
XPO4	23.82424242	29.20952381	29.34090909	25.5	11.05	11
XPO5	62	116	119.5	104	66	124
XPO6	62	47	17	15	18	16
XPO7	236.5909091	413.3	548.6	334.7	171.75	342.95
XPOT	45	27	47	30	10	22
XPR1	37.29121504	31.59926319	25.91581912	27.10743312	11.82051282	21.35324675
XRCC1	245.7903279	221.7835498	256.1844368	184.1563061	87.4447619	178.2162217
XRCC2	297.1014081	247.4909517	246.6312313	248.0327345	143.2622816	126.5122474
XRCC3	39.5	62.85	63	36	41	58
XRCC4	28.22117346	17.89402786	15.28838543	9.605157523	11.86239242	12.53819198
XRCC5	368.063492	520.2833333	638.0555555	449	276.8333333	463.3333333
XRCC6	5484.197485	7212.770406	6606.548397	5180.42836	3445.005137	5561.639134
XRCC6BP1	50.91263736	22.22533578	34.97205104	18.45690143	15.26144689	33.30311355
XRN1	74.63279858	25.05916306	34.18142136	17.67460318	16.94285714	23.23809524
XRN2	79	94	136.5	94	47.33333333	78
XRRA1	86.60190627	21.76964375	16.32794227	11.90194531	15.06160384	32.61135351
XYLB	3	1	2	2	1	1
XYLT1	80.1	19	19	18	14	20
XYLT2	32	13	16	5	6	14
YAF2	139.9035497	22.76919073	33.53433475	22.49745362	8.950221897	18.95350246
YAP1	60	34	27	21	16	18
YARS	136	167	204	150	71	133
YARS2	18.19975259	12.90866978	15.52535922	19.5954188	8.715940493	23.78479098
YBX1	4208.833333	5733.25	7273.75	4861.75	3137	3582.333333
YBX2	7.065151514	9.472377622	6.090849047	5.779004328	5.698464912	9.033333333
YDJC	13	7	7	4	2	5
YEATS2	43.99421731	33.43115079	33.21858975	20.22108396	13.23636364	18.06785714
YEATS4	10.47619048	31.25757576	43.11111111	21.14285714	14.58333333	12.125
YES1	78.27272727	114.0909091	127	101	41.09090909	76
YIF1A	182.719697	71.84487734	60.18181818	59.84090909	39.77272727	31.17424242
YIF1B	118.7537388	88.93112158	72.65621567	38.01068376	45.6645669	61.48303286
YIPF1	300.7093009	175.9648275	203.1995965	179.7103305	144.3252285	172.5682595
YIPF2	1595.607812	399.1391865	381.5636205	294.2412088	222.3	342.1545852
YIPF3	6955.3	2267	2381	1997.5	1301	1574.7
YIPF4	185.8030021	19.16014493	29.18333334	27.16666667	11.73333333	20.86666667
YIPF5	159.1747501	38.23825293	48.71088503	57.41094533	27.65602453	32.31808192
YIPF6	219.0484849	129.5857143	141.7020202	111	51	97.91666667
YIPF7	0	0	0	0	0	0
YJEFN3	0	1	1	2	2	3
YKT6	2535.790909	1034.666667	1239.076923	980	578.0909091	739
YLPM1	511	448	553	468	241	423
YME1L1	351.9565239	291.2787167	337.6310956	187.6581595	132.4576488	208.5316648
YOD1	30	15	18	15	8	24
YPEL1	13.7604051	17.66966815	21.65760906	12.18316306	12.33133533	21.1247982
YPEL2	9	1	1	2	1	0
YPEL3	70	29	10	13	7	24
YPEL4	0	0	0	0	0	0
YPEL5	356.4022139	69.29206349	46.55131143	35.68253967	31.56507936	38.82273633
YRDC	61.66063256	53.41063778	53.53165466	28.83077639	25.20453508	37.17319306
YSK4	0	0	0	0	0	0
YTHDC1	110.5816498	168.3269231	214.5604053	161.5650183	99.65405609	107.6375758
YTHDC2	22	16	29	21	15	14
YTHDF1	367.4095589	294.7117272	238.4391708	184.1912916	126.0959244	191.7905761
YTHDF2	132.6054348	96.88636364	115.65	75.89772727	58.375	76.875
YTHDF3	32	31	28	23	14	24
YWHAB	2523.346353	1201.830168	1356.643965	1075.430975	686.3605244	1006.887874
YWHAE	3155.666667	2928	3110	2206.666667	1402.333333	2338.333333
YWHAG	86.02425309	85.39577338	85.19755004	52.6210498	49.43474645	46.32793442
YWHAH	83	46	60	41	35.5	34.33333333
YWHAQ	999	819	847	602	318	493.3333333
YWHAZ	480	555	434	348	227	347
YY1	1011.833333	633.625	760.8768116	496.594017	398.7575758	482.3333333
YY1AP1	55.33333333	28.5	31	25	19.5	25
YY2	5.895833333	4.2	3.666666666	1.333333333	1.757575758	2.333333333
ZACN	0	0	0	0	0	0
ZADH2	254	19	20	21.33333333	6	31
ZAK	568.8723967	78.1961703	104.4867272	69.90332083	45.58176029	87.163342
ZAN	70.97343489	64.86125541	42.27462537	24.91666666	25.10800866	44.9952381
ZAP70	95.36444842	37.35314686	36.56127762	21.04227994	21.97222222	19.17575573
ZAR1	0	0	0	0	0	0
ZAR1L	0	0	0	0	0	0
ZBBX	2.25	2	6	2	2	2.25
ZBED1	54.10643084	30.71895573	29.40002204	27.57601687	13.68659257	22.78925921
ZBED2	8.089774115	6.184615386	4.171890589	1.620670996	2.885479909	2.814173789
ZBED3	16	12	18	19.83333333	7	8
ZBED4	28	22	31	19	12	18
ZBED5	59	66	63	89	28	55
ZBED6	12	4	1	4	1	5
ZBP1	102.1989996	47.8106808	56.07763886	46.76258414	46.46700053	41.10234467
ZBTB1	73	33	36	31.33333333	22.33333333	24
ZBTB10	3	6	5	5	5	4
ZBTB11	23	16	26	24	8	15
ZBTB12	1	0	0	0	0	0
ZBTB16	1.9	1.166666667	5.333333334	1.070512821	1.348484848	2.000000001
ZBTB17	16.64285714	2.5	7	8	0	3
ZBTB2	22.30785714	20.53333333	15.03333333	17.89047619	13.90263158	7.342857143
ZBTB20	117.8226213	4.01439394	6.316239316	3.333333333	3.753739316	4.368421053
ZBTB22	7.333333333	0.666666667	2	2	1.5	10
ZBTB24	67.20086581	51.73909833	74.70212842	58.35959221	49.21511168	32.765386
ZBTB25	59.35468263	22.17641881	29.60930826	25.86809895	20.06596451	21.02425379
ZBTB26	51.11197514	36.98120831	28.33958328	22.04335914	18.9026884	33.85742706
ZBTB3	5.058823529	1.250534188	7	3.055555556	0	2.416666667
ZBTB32	0	0	0	0	0	0
ZBTB33	47	30	26	24	16.66666667	27
ZBTB34	16.5952381	6	8	3	4	5
ZBTB37	14.87329004	9.333333333	5.749999999	3	4.681818182	6.333333334
ZBTB38	883.2833333	70.16666666	93	62.5	31.1	58.78030303
ZBTB39	22.5998481	8.761601307	15.89591503	15.16084373	6.157148407	12.96046874
ZBTB4	180.7698413	27.30532213	44.13352007	16.4	22.17156862	21.95238096
ZBTB40	23	18	15.5	17	11	13.66666667
ZBTB41	35	10	8	6	3	10
ZBTB42	3	6.142857143	3.5	3.25	1	2
ZBTB43	59.90557086	32.48110941	40.88040653	40.11610415	19.22264002	33.9468216
ZBTB44	2041.33041	1610.453247	1477.459524	1131.075	1152.208333	1586.95
ZBTB45	126.3947542	62.96421378	61.37182362	50.23694499	46.67594986	55.84190848
ZBTB46	0	1	3	1	3	4
ZBTB47	74.48611111	2.728093965	3.239379085	1.333333333	1.713165266	2
ZBTB48	17.7261439	7.63194383	7.029955342	5.892063492	8.281684981	6.694334555
ZBTB49	3.118290044	0.771428572	0.805194806	0.771428572	1.154761905	0.571428572
ZBTB5	47	32	34	23	15	34
ZBTB6	1.945238096	2	5.5	2.083333333	1.833333333	1.033333333
ZBTB7A	938.4616943	233.5974748	216.2887427	187.5166667	123.6678571	165.4166667
ZBTB7B	45	30	10	7	4	7
ZBTB7C	0.2	8.5	3	4.5	2.25	7.083333333
ZBTB8A	259.1870924	147.74123	150.4866686	105.1881241	82.23498376	123.2015131
ZBTB8B	2.544712885	11.2173876	5.428827807	4.313970588	6.076984127	3.783661192
ZBTB8OS	137	111	137	82	54	77
ZBTB9	3148.06841	1846.421753	2115.777309	2002.327345	1531.078608	1262.202351
ZC3H10	34	14	15	14	6	15
ZC3H11A	101	47.25	57	46	27	27
ZC3H12A	20.09228082	7.927414253	9.98248738	5.746362546	4.030718301	5.664492875
ZC3H12B	106.7787879	51.1778217	52.88298369	48.29510489	23.94336219	33.46969697
ZC3H12C	11.5	11.16666667	4.25	4.555555556	5.5	8.805555556
ZC3H12D	7.685803064	9.446875184	10.51863406	4.94307245	5.675866514	4.327460753
ZC3H13	2002.262293	2311.506031	2754.122723	2021.639201	1156.857439	1714.711774
ZC3H14	618.5714286	498.5714285	435.7142857	370.5714285	297.2142858	373.5714286
ZC3H15	291.6782106	249.0486263	238.6849317	224.2030021	159.5464578	142.6164585
ZC3H18	72.27344877	51.33333333	62.17361111	60.11111111	33	35.09090909
ZC3H3	81.04709117	96.51840304	85.24551615	47.80283217	45.79886947	69.93495671
ZC3H4	13	10	16	10	1	7
ZC3H6	342.6524744	158.5075758	230.8842203	91.67222222	56.21428571	160.4551698
ZC3H7A	129	57	57	35	25	48
ZC3H7B	300	135	147	120	83	98
ZC3H8	189	340	313	232	187	169
ZC3HAV1	526.6413324	246.9083732	251.2370128	220.0301548	139.0583277	199.4787244
ZC3HAV1L	10.30013959	3.608663114	2.923452816	1.654816975	3.312257365	1.726156027
ZC3HC1	55.69858208	40.60175857	40.19383715	33.72921888	17.47999454	41.81547238
ZC4H2	4.666666666	14	13	6	5	8.166666667
ZCCHC10	83	77	110	66	50	83
ZCCHC11	490	693	776	574	319	492
ZCCHC12	0	0	0	1	1	1
ZCCHC13	1	0	1	0	0	2
ZCCHC14	43.35714841	34.79166666	37.96944444	21.95512821	21.375	16.7
ZCCHC16	0	0	1.071428571	0.142857143	0	0
ZCCHC17	714	793.5	886.5	632.5	484.5	607
ZCCHC18	0	0	0	1	0	0
ZCCHC2	24.625	8.5	6	9.090909091	7	10
ZCCHC24	13.25	0	0.1	2	0	1
ZCCHC3	76	120	114	104	51	100.1435897
ZCCHC4	15.06349206	8.444444444	4.666666667	1.388095238	1.920634921	6
