Gene	BJ(Fibroblast)	BJ-OKS-iM#2	BJ-OKS-iM#21	BJ-OKS-iG#2	BJ-OKS-iG#5	HUES9
ZCCHC5	0	0	0	0	0	0
ZCCHC6	45.88248848	37.6875	32.55357143	19.30288462	14	21.25
ZCCHC7	143	110	196	109	75	94.09090909
ZCCHC8	166	235	183	206	103	148
ZCCHC9	122	116	121	106	73	68
ZCRB1	986.5	470.3333333	676.6666667	462.25	248.5	392.8088235
ZCWPW1	17.33333333	5.2	13	7.5	2	3
ZCWPW2	16.56310048	9.35157976	11.86036128	6.566234012	7.642390537	8.712334968
ZDBF2	12.20186335	12.04347826	15.18095238	8	4	6.086956522
ZDHHC1	62	10	3.5	4	3	10.5
ZDHHC11	0	0	0	1	0	0
ZDHHC12	229.352238	99.13955248	112.4018586	73.80268314	52.56974158	83.07291143
ZDHHC13	3	5	1	2	0	1
ZDHHC14	70.59922262	33.54902157	28.26242276	27.40119432	17.45241928	22.79624161
ZDHHC15	187.2269512	74.27139655	74.96466745	62.42287834	43.21987516	60.97571116
ZDHHC16	515.0861657	268.2740486	250.4905337	268.8456821	176.6905527	200.2679863
ZDHHC17	28	16	4	13	7	7
ZDHHC18	41.0296319	23.23551653	16.76350108	8.259232983	8.840261544	16.4826153
ZDHHC19	153.8846379	58.47022594	86.04988769	65.49886751	41.69094654	71.19772402
ZDHHC2	13	9	7	12	3	7
ZDHHC20	63.28791513	27.41412979	37.51361364	19.127688	12.62243768	25.63212331
ZDHHC21	12.5	17.66666667	17.5	9.388888889	7.444444444	11.35833333
ZDHHC22	3	24.1	19.34821428	42	10.16666667	41
ZDHHC23	5	7	9	5	1	10
ZDHHC24	3	1	2	1	0	2
ZDHHC3	358.0136287	197.6470084	153.6434128	141.8387563	126.9833798	153.4251076
ZDHHC4	59.4	20.37142857	20.17142857	11	8.8	14.6
ZDHHC5	122.6833333	53.06666667	51.54166667	43.58333333	24.72619048	17.05
ZDHHC6	24.5	20.83333333	8.666666666	6.5	5.333333334	18.83333333
ZDHHC7	40	6	10	7	5	4
ZDHHC8	20	7.666666667	4	2	5	2
ZDHHC8P1	15.58710128	8.985750361	9.018528693	6.353435862	6.373079187	10.89325191
ZDHHC9	135	48	66	39	28	36
ZEB1	241.6537079	75.99701146	83.49971789	91.10018302	64.87072966	64.50829416
ZEB2	71	0	0	0	0	2
ZER1	199.6939112	73.6357466	77.21666667	44.77619048	45.06666667	59.96190477
ZFAND1	92.14430014	90.28863636	77.21684588	60.17676768	40.6031746	59.2521645
ZFAND2A	48	28	33	21	12	29
ZFAND2B	106.3475075	45.37133291	46.83016438	31.9410919	24.72665331	35.84051114
ZFAND3	215.5	72	86.5	49	24	45
ZFAND5	396.8659382	228.7368421	157.0117843	134.8672354	91.66590251	106.5237727
ZFAND6	76.83136146	70.59249642	73.60237769	75.96494042	31.1503883	48.55518879
ZFAT	37.45300207	30.20674603	14.40818713	27.3	13.39166667	8.936111111
ZFATAS	0	0	0	0	0	0
ZFC3H1	143	116	130	89	37	78
ZFHX2	291.53125	514	381.03125	328.0625	228	431
ZFHX3	680.4929991	50.96607062	51.84617964	47.42548837	52.34698237	47.32583228
ZFHX4	276.772493	23.80882158	35.13565278	29.69067086	23.41498316	28.71873144
ZFP1	39.76190477	26.57692307	24.3655914	20.64285714	9.833333333	17.83333333
ZFP106	977.0137609	559.7286191	708.0632498	532.0930992	340.795761	601.6210861
ZFP112	0.486274509	2.142857143	0.278846154	2	0.125	1
ZFP14	60.74399259	45.91150014	62.65861064	66.21428274	34.80944907	68.04044953
ZFP161	31	16	20	11	7	21
ZFP2	2	1.029411765	1.028571429	3.076923077	0	1.166666667
ZFP28	11.15168067	10.08210181	4.232478633	2.2	3	2
ZFP3	2.333333333	0.404761905	0	0	0.142857143	0
ZFP30	10.27834948	12.70577552	5.60866474	7.264219508	3.308462779	6.101279447
ZFP36	1	0	1	0	0	0
ZFP36L1	516.3333333	146	250	130	97	175
ZFP36L2	36.5	18.5	14	12	7.7	8
ZFP37	0	3.106334842	5.041666667	0	2	7
ZFP41	22	15	16	22	15	16
ZFP42	25.82810789	42.38036006	37.70604779	26.3366146	23.85190495	52.59270059
ZFP57	4	29	30	20	5	1
ZFP62	8.4	9	10.56666667	5.4	3	6
ZFP64	50.11182026	41.80752746	26.95877829	14.66089891	9.910439096	26.69016234
ZFP82	71.35714286	111.4285714	125.5	76.6	49.04761905	82.5
ZFP90	38.67278679	17.73272642	23.3531746	13.28174603	11.48297258	17.68647921
ZFP91	220.5	65.33333333	67.5	48.58333333	36.5	52
ZFP91-CNTF	53	14.5	22.5	14	10.5	10.5
ZFP92	0	0	0	0	0	0
ZFPL1	42	21	15	18	16	9
ZFPM1	101	86	45	32	31	67
ZFPM2	20.85372134	11.46138883	12.62775151	11.02296285	3.227660756	13.53737986
ZFR	1468.265346	794.7043026	841.0335242	602.2116579	481.2744996	709.8179534
ZFR2	20.5549839	10.71899767	10.82188318	11.07638195	7.01982364	13.1020313
ZFX	9.982142857	4.454545455	2.805555556	5.428571428	3.47011322	2.555555556
ZFY	11.84058442	5.147727273	6.81439394	2.458441558	2.008441559	1.2
ZFYVE1	27	9	8	7	3	7
ZFYVE16	62	29	28	16	10	14
ZFYVE19	59.68181818	17.56666667	19.23376623	10	3.381818182	9.781818182
ZFYVE20	230.5499211	118.6257899	137.625132	105.3509522	62.87828292	67.59493689
ZFYVE21	327.6074186	178.3097557	147.6949012	109.4144461	73.59998397	102.287131
ZFYVE26	53	47	32	27	22	31
ZFYVE27	5	2	1	1	1	4
ZFYVE28	261.7279568	104.2140751	100.0627109	79.6232201	77.25062167	83.19783119
ZFYVE9	45.33333334	29	43.66666667	30.33333334	20	42
ZG16	10.5987013	5.851587302	4.736111111	2.410035843	1.811348782	1.41577381
ZG16B	10.6	15.5	14.5	11.66666667	2.333333333	8.533333333
ZGLP1	4	7	3	6	4.076923077	5
ZGPAT	18.25	13.75	23	13.375	1.5	11.13333333
ZHX1	545.530303	163.3333333	160.1666667	119.5833333	112.6666667	137.4871795
ZHX2	27	12	26	6	3	23
ZHX3	207.3206805	13.50980084	10.04439105	9.64636724	4.87476844	8.034898842
ZIC1	35	1	0	0	0	0
ZIC2	5.1302521	11	8.340909091	8.444444444	4.5	11
ZIC3	7.142857143	116	107.4761905	94	34	93.09090909
ZIC4	5	0	0	0	0	0
ZIC5	17	85	47	54	31	35
ZIK1	23	50.16666667	48	27.22916667	32	26.04761905
ZIM2	22.66840423	11.62575758	13.54215241	16.08939394	7.425	4.3
ZIM3	5.275987986	2.986440924	5.202319022	3.510189092	3.972656261	3.36874165
ZKSCAN1	55.64280246	32.89560619	39.17001125	20.60832809	14.41991342	20.61094502
ZKSCAN2	3.8	9.2	6.55	6.25	6	4.2
ZKSCAN3	16.83333333	22	18.43333333	21.2	9.333333333	15.3
ZKSCAN4	3.892857143	7.466666667	7	1.5	2	3
ZKSCAN5	84.06666667	65	47.73333333	46.33333333	29	56.36666667
ZMAT1	26.8484127	16.75833333	24.51666667	18.00952381	12.85	25.18730158
ZMAT2	134.0384615	68	98	77.03846154	43	51
ZMAT3	269.1585227	31.23622645	56.73880384	44.77532449	31.59270197	20.16773492
ZMAT4	26.11450217	13.49848485	25.68715729	16.80497835	11.96515152	23.80454545
ZMAT5	40.58174603	19.27308802	11.25	17.36363636	5.388888889	13.15793651
ZMIZ1	93	31	21	12	13	15
ZMIZ2	283.4536564	280.5180323	283.6671003	184.909429	158.005331	347.9397356
ZMPSTE24	159	65	61	57	48	48
ZMYM1	25.5	26	26.5	26	20	19
ZMYM2	88.2	145.6	144.8	103.4666667	57	91
ZMYM3	469.8601149	492.8757165	447.4597152	365.8706154	206.4851515	434.9528138
ZMYM4	314.3409091	306.8333334	296.5353535	285.0833333	134.325	271.2916667
ZMYM5	62.01084723	20.62910802	35.93789189	24.12822634	16.39383916	28.27355876
ZMYM6	48.75	28.5	16	12.93333333	11.04545455	15.39285714
ZMYND10	5	1	0	0	1	0
ZMYND11	204.8418749	48.60810685	58.74560559	40.15527387	31.07362323	40.47162599
ZMYND12	1	0	1	0	0	0
ZMYND15	11.33011255	8.425606433	12.26677573	14.94949395	4.505334861	12.32921076
ZMYND17	0.743765293	0.471343874	0.663173783	0.396464646	0.367282809	0.300889328
ZMYND19	25	17	15	13	6	10
ZMYND8	155.2231241	300.2	401.5619048	282	143	170
ZNF10	0	4.238095238	2	3	1.166666667	0
ZNF100	9.434575569	15.67749554	11.51176803	12.18644152	4.10230179	9.760794278
ZNF101	3	3.605263158	5.743589744	4.332894737	2.678121775	3.305263158
ZNF107	12.07793397	14.75129512	25.6948296	18.69522244	15.73087028	26.72626263
ZNF114	8.223124098	13.78186346	10.62418831	12.53669754	3.407602991	12.43365107
ZNF117	10.44199315	11.45928094	5.910830082	4.602382762	2.628734671	3.096999739
ZNF12	46	33.05882353	28.8	31	21.09090909	15
ZNF121	1	1.7	1.695634921	2.463369964	1.283333333	2.392857143
ZNF124	1.333333333	6.123167156	6.290909091	3.590909091	1.066666667	7.181818182
ZNF131	16	22	24	20	9	19
ZNF132	13.66666667	4.666666667	7.361904762	2.5	5	3.833333333
ZNF133	9.966666667	13.05	5	6	1.9	2.75
ZNF134	3	6.5	4.028571429	7	3	9
ZNF135	15.56574145	10.63327392	15.45757576	17.20196984	7.975379522	16.12537952
ZNF136	12.4641557	8.677813853	13.62870087	16.78086949	1.858741259	6.409217172
ZNF137P	18.86223215	23.73329207	19.59040109	14.35382571	8.275156294	9.448993221
ZNF138	3.937430812	7.4947697	13.7127339	6.588732143	5.14818386	6.703343644
ZNF14	5.644159393	5.09092028	8.022748493	6.672105495	1.320379049	10.07696259
ZNF140	51	44	34	36	17	18
ZNF141	0.238095238	1.422101807	0.955555556	1.55511768	0.2	0.247619048
ZNF142	10.48740854	11.15004392	11.17220547	5.369731147	3.424242424	8.662968976
ZNF143	21	24	20	7	9	7
ZNF146	122.436585	162.3153865	136.4465207	104.0629758	56.70350084	92.5462184
ZNF148	173.4514934	77.29260508	71.46952013	38.46745545	31.49350061	54.36139682
ZNF154	0	2.333333333	3.085714286	1	0	1
ZNF155	0.819607842	0.142857143	3.578846154	3.335714286	0.541666667	2
ZNF157	0	0	0	0	0.2	0
ZNF16	1.5	3.566666667	3.4	4.066666667	0.181818182	4.4
ZNF160	23.17052653	20.2741628	27.99661715	13.48265426	10.66635426	16.34143326
ZNF165	81.40130496	55.30827601	48.75651791	36.69503085	25.68148148	60.09624444
ZNF167	24.9192575	14.95825597	15.86947587	8.961075362	13.15815147	10.61653078
ZNF169	0	2	1	0	1	1
ZNF17	1.0625	0	5.268131868	0.0625	2.083333333	1.047619048
ZNF174	206.0506916	179.9519487	182.9517399	124.8730254	116.7557387	84.94594018
ZNF175	0	2.076923077	3.583333333	2.241071429	0	0.0625
ZNF177	11	17.21428571	13.09677419	7.25	6	2.25
ZNF18	2.333333333	0	2	1	0	1
ZNF180	338.3739018	359.6128921	385.5839138	262.9152778	227.1345071	296.7320049
ZNF181	6.5	5	3.5	10	1.5	3.5
ZNF182	20.2726962	16.52809784	11.95817802	14.4816605	5.402453995	7.074744723
ZNF184	3	8	4.028571429	13.21929825	2	9
ZNF185	69.3042735	74.77777778	59.10505051	33.8	35.88888889	27
ZNF187	55.07958657	23.03979393	25.39731469	26.85590212	14.05491298	21.07725463
ZNF189	7.450980392	3.738095239	2.619047619	3	0.285714286	1
ZNF19	0	2	2	1	1	1
ZNF192	1.25	0.75	2.333333333	0.505555556	0.7	0.5
ZNF193	77.76252609	35.43928015	34.40827262	21.6627807	24.2038682	22.82094227
ZNF195	5.273743316	13.92557412	18.80070895	17.15188537	3.424242424	13
ZNF197	44.26721415	19.81620382	22.8795509	18.6819461	18.39174992	25.96920996
ZNF2	6.412121212	3	3	1	2	3.4
ZNF20	31.40168067	35.42998533	48.26639929	27.00757576	17.26666667	22.96753247
ZNF200	4	4	3	3	0	5
ZNF202	21	43.33333333	35	47	21	38
ZNF204P	23.55488375	36.44761895	62.05864987	47.91991363	32.66542624	36.9894623
ZNF205	14.16666667	16.5	28	19	10.16666667	22.5
ZNF207	3156	2893	2616	2415	1693	2051
ZNF208	42.62941536	349.4416341	854.6492264	124.7901499	36.27902058	5.487012987
ZNF211	1	2	4.210989011	0.25	0.277777778	0.19047619
ZNF212	21	20	31	30	23	22
ZNF213	72.86491842	55.21877752	51.8031598	36.75099715	22.74038924	57.6491453
ZNF214	0	1	3	1	0	2
ZNF215	17	28	26.53225806	15.74545455	12.08333333	9.08
ZNF217	52.56538461	43.43717949	35.74358974	25.82692307	10.25	24.58333333
ZNF219	5	3	9	4	1	3.75
ZNF22	44	65	86	46	32	35
ZNF221	2.243137255	0.071428571	0	1	0.0625	1
ZNF222	71.11265374	47.44540346	58.33142206	38.92460177	34.50740442	66.61853146
ZNF223	21.51990634	19.18058709	17.8132798	13.203424	10.59203406	7.878722008
ZNF224	3.534803922	2.071428571	0.125	2.125	0.1875	5
ZNF225	1.358333334	3	1.125	1.245454545	0.345833333	1
ZNF226	70.01503692	59.07875816	41.23187474	42.37735062	17.56363636	40.43417516
ZNF227	17.50814244	19.71194799	24.6407537	17.61127808	6.195998562	7.780537533
ZNF229	5.111111111	2.396825397	4.39733743	1.337301587	4.142857143	1.48015873
ZNF23	75.98384851	29.33681172	26.58846331	18.2237636	18.06447975	21.70285433
ZNF230	5.343137255	3	2.025	1.667857143	0.470833333	3
ZNF232	22.52979895	21.67211797	17.02966527	13.37523162	9.420228367	17.28216028
ZNF233	2.066666667	2.071428571	3	9	3.0625	0
ZNF234	32.96311212	31.07624401	20.54401636	24.84426927	15.14671995	22.24152318
ZNF235	0.243137255	0.071428571	1.139423077	1.081168831	1.0625	0
ZNF236	29.62424242	35	35	24.5	14	31
ZNF238	39.52070445	16.23880318	24.54444558	13.73443504	11.89159076	15.21641302
ZNF239	2.214285714	2.471428571	3.423938806	0.571428571	3.333333333	4.77950938
ZNF24	28	22	27.14166667	19	9	20
ZNF248	2	2	2.432258065	0	1	2
ZNF25	15.5	1.076923077	2.4	0	1	0
ZNF250	15.3518254	3.452447553	5.115177688	4.462720613	2.193650793	7.572074592
ZNF251	15	3	0.166666667	2.652380953	1.45	5.55952381
ZNF252	33.8841921	23.44394551	13.12072515	18.59270018	14.82945844	11.04215097
ZNF253	23.93564155	13.78572946	14.05621103	12.16036682	4.7584651	17.29262355
ZNF254	2.351122371	1.825153161	8.482135263	4.896982944	0.843723763	6.098124098
ZNF256	10.70192308	9.369047619	15.87579365	13.5625	4.083333333	10.13095238
ZNF257	2.233066362	21.90628436	19.67207844	10.70557529	6.78326405	0.652244495
ZNF259	32.25625173	41.59069157	14.72788225	27.66321456	13.96533826	21.97684828
ZNF26	29.56389902	33.77825405	17.4081875	21.43898473	9.705169831	11.59365188
ZNF260	35.6724599	47.98293652	49.28095238	33.8	9.268542569	27.91919192
ZNF263	14.59678016	5.884798535	5.359366097	11.6155914	1.881684982	7.236876033
ZNF264	91.1715703	53.34303228	53.56164269	43.98649871	28.91162612	51.1712059
ZNF266	26.5040404	10.51111111	19.90793651	9.128449329	10.95238095	12.91904762
ZNF267	31	41	33	48.04545455	21	25
ZNF268	643.3063249	192.8192831	242.1162144	204.1038746	169.1256915	172.2050788
ZNF271	255.8143047	163.3864791	151.6443537	150.6427601	103.0172612	131.1596135
ZNF273	9.698210968	18.08461734	33.53350846	27.30353707	15.53010483	16.16827418
ZNF274	205	169	115	126	91	141
ZNF275	77.5	22	29	14	7	9
ZNF276	1209.663463	504.9132075	534.7722173	470.9940522	296.7392199	379.7549196
ZNF277	30.6099476	32.45	29.75972222	23.72178571	9.131520468	20.82788799
ZNF28	13.02758977	18.26904144	15.58026118	17.80778082	9.550637959	17.15272976
ZNF280A	50.59697627	20.45969513	23.10345591	14.22288347	16.97234247	26.31562592
ZNF280B	11	13	16	26	10	14
ZNF280C	37.67619047	79.33333333	48.58730158	38.39285714	24	44.18253968
ZNF280D	64.66666667	32.66666667	45.66666667	38	21	29
ZNF281	135.558754	114.8748903	145.9526755	123.137037	59.925	89.54622133
ZNF282	22	12	21	10	12	15
ZNF283	3.2	1.111405836	1	1	1	1
ZNF284	1.125	1.571428571	2.201923077	1.813311688	0.408333333	0
ZNF285	3.227777777	2.25	2.958333333	3	0.333333333	7.125
ZNF286A	65.67051282	58.9018759	60.76060606	48.26680717	27.59632034	43.95238096
ZNF286B	34.91581197	31.2632326	27.66713541	25.66031746	15.66785714	21.50684822
ZNF287	5	0	1.028571429	4	1.041666667	3
ZNF292	312.3333333	269.3333333	270	243	116	176
ZNF295	19	11	15	7	5	12
ZNF296	21.93452381	16.51507937	18.31428571	9.541666666	7.892857142	8.293290043
ZNF3	122.8792232	182.9742711	164.1747947	130.6222071	100.4790806	119.5964827
ZNF30	9.335064935	5.371428571	4.704761905	0.333333333	4.371428571	5
ZNF300	5	3.25	7.5	10.10714286	2	0
ZNF300P1	29	98	76.16666667	58.03571429	18	3.1
ZNF302	214.5447292	112.3132877	126.7873475	98.96630048	81.4090301	95.90748927
ZNF304	12.0625	17.16666667	5.196565934	4.166666667	2.083333333	3.047619048
ZNF311	1.090909091	0	0	3.2	0	3.090909091
ZNF317	47.48673076	32.40708639	22.74739053	22.06060606	15.59343434	29.80730838
ZNF318	21.5	7	30.5	15.83333333	10	17
ZNF319	3	0	0	0	1	0
ZNF32	16.06666667	6.25	11.74126984	5	5.25	9.166666667
ZNF320	86.74090684	168.7696953	177.3554679	147.0586575	71.01323811	140.4031936
ZNF321	5.664845515	5.118208982	5.603057467	5.085165609	1.748625351	5.506548449
ZNF322A	49.83333333	40	50.04166667	32.5	18	35.5
ZNF322B	27.83333333	23	32.04166667	17.5	10	20.5
ZNF323	0	1.125	3	1	0	4
ZNF324	53.5	24	13	14	17	13
ZNF324B	8.5	2	3	4	1	1
ZNF326	78.7	109.3166667	64.4	66.7	39.2	67.5
ZNF329	14.04581006	9.960378751	11.92812773	8.882171932	7.221233632	8.999741965
ZNF330	463	220	285.1666667	180.225	114	202
ZNF331	79.78133754	121.9708333	97.02857143	96.69047619	62.30344828	73.775
ZNF333	21.49247142	8.700181496	11.21205878	12.4947723	8.775616927	7.052619032
ZNF334	1.235294118	12.66666667	14.66666667	9.471428571	2	8.666666667
ZNF335	1	3	2	2	3	1
ZNF337	130.0238397	78.0599551	98.0582753	60.57651063	55.99015394	59.79109207
ZNF33A	70.59919532	71.27527438	109.7704214	85.81944403	41.98312466	57.29267947
ZNF33B	80.23640971	63.50806411	95.19828085	126.2179262	49.38926308	70.45712396
ZNF34	1	1	0	0.052631579	0	2
ZNF341	20	17	25	12	19	26
ZNF343	15	3	5	1	0	0
ZNF345	22.93095216	16.10173468	27.03137334	12.9313043	7.085896743	15.07629164
ZNF346	19.66666667	9.25	11.78333333	5.2	2.5	11.36666667
ZNF347	14.98565846	30.78837632	14.64540043	22.39729035	4.612608225	18.9711705
ZNF35	37.33333333	43	39	37	27	29
ZNF350	4.705197108	1.379448329	4.352525252	5.473748474	0.522366522	1.694349568
ZNF354A	139	105.530303	144.6699856	107.1190476	72.03030303	135
ZNF354B	4	3.53030303	1.66998557	1.119047619	1.03030303	5
ZNF354C	12.71693121	4.449456976	4.953968254	1.694546194	2	2.905128205
ZNF358	53.85133358	23.97509479	21.87838346	15.02145363	13.77438594	13.60194236
ZNF362	129.5369091	50.03758076	56.11145974	47.82888159	28.49124647	53.31985916
ZNF365	13	3	2	2	3	0
ZNF366	0.166666667	0.53968254	1	0.111111111	0.587301588	0
ZNF367	8.333333333	8	6.333333333	1	2	1
ZNF37A	251.3394301	100.4412087	126.7173233	117.3351082	88.02459924	94.64400018
ZNF37BP	63.87765696	61.65241734	77.91427094	75.25293536	27.91072579	45.31852578
ZNF382	13.5254902	19.92088555	16.9257992	10.76215539	8.060035843	9.638034188
ZNF383	0.111111111	0.256740196	1.035714286	0.166666667	0.166666667	0
ZNF384	353	166	174	176	89.5	98
ZNF385A	55	37	39	21	11	43
ZNF385B	55.04680168	19.84368009	23.89349093	16.07419048	14.51936458	17.56275385
ZNF385D	7.05	2	1	1	1	9
ZNF389	0	0	0	0	0	0
ZNF391	1	0.2	0.653968254	0	0.2	2.142857143
ZNF394	26.71897141	17.22835536	18.48394617	15.14217291	12.73942528	20.65170483
ZNF395	125.1472128	35.12744898	31.71882047	19.57357272	13.77029643	24.78690885
ZNF396	1	1	1	0	0	0
ZNF397	6	20.02941177	28	22	8.041666667	11
ZNF398	36.66666667	49	93	72	40	61
ZNF404	9.523048193	7.640522876	2.691666667	2.311111111	0.333333333	2.225490196
ZNF407	29.93263347	13.00080829	20.02099295	9.401583084	7.808586656	8.217857144
ZNF408	15	9	7	8	5	3
ZNF41	4	3	5.5	2	1.5	1
ZNF410	41.80539347	11.50642314	15.19501012	15.62235672	8.400410902	12.27658333
ZNF414	86	102	106	35	44	86
ZNF415	41.07068816	27.76347078	28.49577174	30.2848227	12.35394869	30.48863636
ZNF416	16	8	7.196565934	8.333333333	7.083333333	4
ZNF417	59.61585751	22.01905625	29.44890297	24.09669466	19.94615455	22.19524494
ZNF418	9.356944444	4.566666667	6.028571429	3.5	3.722222222	6.533333333
ZNF419	52.4375	42	37.7	37.875	14	39
ZNF420	6.739285714	9.005952381	9.032539682	4.922619048	7.827380953	7.910714286
ZNF423	31.42590706	76.28953679	96.6263763	98.42361167	60.85212255	68.08360192
ZNF425	48.24490415	28.7912076	46.1825385	26.54741898	19.89540857	34.60077297
ZNF426	15.37952565	10.17172036	11.9868367	7.370290308	4.699489297	11.21077066
ZNF428	173.5595238	36.08333333	59.30952381	38	27.04545455	29.00694444
ZNF429	36.76164225	23.78288832	22.62554461	18.26208263	19.50979939	20.51438656
ZNF43	77.18488575	118.8087438	97.77017584	89.35456549	50.65862806	82.50802895
ZNF430	152.5130675	87.50750834	103.8844752	69.60396643	47.73255505	76.4890947
ZNF431	38.40049647	58.57415716	52.07872885	37.37201766	26.30871056	49.66333191
ZNF432	5.866666667	2.642857143	5.842857143	1.25	2.276923077	2.5
ZNF433	9.560681374	2.654151857	7.034319275	3.08101845	1.401260728	2.369736705
ZNF434	5.25	6.361111111	10	5	6.5	10.5
ZNF436	5	0	3	0	0	0
ZNF438	20	3	2	4	0	7
ZNF439	8.442156863	1.54740958	3.092156863	3.05	0.833333333	0.333333333
ZNF44	88.43799101	63.87481078	72.34167366	63.16496424	38.42160516	55.19050761
ZNF440	10.39824979	10.2603175	11.96714299	10.75311298	3.281944444	5.714110786
ZNF441	92.90970132	29.53620815	31.4793076	18.43795811	16.94713883	24.02448538
ZNF442	1.2	3.29740958	2	2.12406015	1	4.166666667
ZNF443	7.210186334	3.689899312	3.902276122	2.588803828	1.060640237	4.298692419
ZNF444	74	88	96	51	39	58
ZNF445	33.73149371	23.3547525	19.62120369	22.90366661	8.431058708	19.21799261
ZNF446	27.0844071	12.24772727	20.5265873	4.22063492	4.822655123	18.01858974
ZNF449	13.125	2	9	8	1	4.2
ZNF45	1.243137255	2	2.139423077	0	0.0625	0
ZNF451	193	152	212.6666667	142	58	130
ZNF454	1	1.548503221	0.085714286	1	0.125	0.375
ZNF460	0	0	0	0	0	0
ZNF461	1	1	1.2	0	0	2
ZNF462	62.68200221	104.7614285	148.7841435	93.51110542	58.66688418	105.2014354
ZNF467	7.5	0	1	1.892857143	0.166666667	0
ZNF468	20.95755794	14.45802076	14.48539534	15.00627583	9.271853877	15.61907575
ZNF469	5	0	1	1	0	0
ZNF470	30.76691642	11.72760573	32.18968989	26.45056007	7.919444444	9.971272246
ZNF471	25.97896825	28.90718955	41.33376624	27.93773449	18.8	32.65952381
ZNF473	22.04797396	6.818965517	14.68571429	9.066666666	3.487266243	10.93859649
ZNF474	0	3	0	0	2	2.25
ZNF479	0.071428571	0.148465608	0.177777778	0.174242424	0.071428571	0
ZNF48	2	13	7	6	3	1
ZNF480	498.3234471	877.0645826	901.5435254	816.4781929	489.7039039	551.6636475
ZNF483	10.26777629	15.64353186	19.95867861	17.42257104	6.258618502	14.04640802
ZNF484	35.9699477	14.78315985	20.77252364	10.32087329	10.13893061	9.965607315
ZNF485	8.272222222	13.53828198	10.52030812	7.666561625	4.671918768	7.835248493
ZNF486	0.61240378	2.500399407	3.815402864	0.686803565	0.728918367	4.398158274
ZNF487P	0	0	0.032258065	0	0	0
ZNF488	3.21837221	19.58607177	27.88604991	13.26446093	14.39041514	16.18325792
ZNF490	3.512791783	0.066666667	1.242857143	0.607936508	0.066666667	1.111111111
ZNF491	5.259130167	4.830706546	5.286093905	3.697260866	3.969083694	2.829850193
ZNF492	6.327113821	17.25526386	14.02380963	6.020000187	3.971080704	5.168335319
ZNF493	37.59549578	27.39476535	49.27397724	28.63173635	16.91090747	37.42216727
ZNF496	51.87403183	19.79809952	25.46597071	9.373628617	7.602603347	22.39587167
ZNF497	2	11.05263158	7	1.083333333	0	4.052631579
ZNF498	3	4	1	7	2	2
ZNF500	0.861937082	1.550980392	4.201680673	0.509039979	0.380952381	3.632638603
ZNF501	23.79761905	11.38596491	18.07142857	13.33333333	13.33333333	10.33333333
ZNF502	196.4555556	95.21412151	88.47792207	81	78.14285714	87
ZNF503	113.9746533	10.23977591	7.582575758	2.414285715	3.8	10.04703782
ZNF506	22.08488351	12.43876461	17.71576488	15.00792101	8.242996008	18.47027417
ZNF507	135.6928572	170.1373737	110.7919414	123.2279942	66.61443001	122.4033614
ZNF510	12.83333333	6.350840336	24.0702381	15.74545455	3.866666667	7.83
ZNF511	324	356	300.1	265.1428571	179	254
ZNF512	284.0853038	198.7963062	173.787065	161.5188091	93.34045261	193.4583406
ZNF512B	15.33333333	5	6.333333333	14	5	6.666666666
ZNF513	154.3333333	73	54	56	31	49
ZNF514	0.797619048	2.202651515	1.824242424	2.79973262	0.333333333	1.916666666
ZNF516	107.2291667	39.20833333	33.58333333	23.225	22	15.26666667
ZNF517	5.530574573	7.791329103	5.536782126	7.400275936	5.534058018	4.225829414
ZNF518A	70	147	188	138	79	98
ZNF518B	35	16	10	4	2	11
ZNF519	23.00813186	35.4917236	56.83118122	36.49957611	24.60569985	53.3515873
ZNF521	33	6	4	3	2	5
ZNF524	11.52983847	4.194877345	4.777597403	4.031168831	1.751165501	3.265048841
ZNF525	71.36796656	98.1373085	106.9766263	91.94235977	60.22364173	82.74470179
ZNF526	425.5246631	430.3644854	251.5121305	172.581348	164.2435638	228.545195
ZNF527	72.35617006	29.70757492	32.6016864	27.49269639	29.63646023	22.45016714
